ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
2633 0 3.43203 6.18835 51.36044 6.1902 51.39127 233 39.239
2634 0 0.50244 6.18835 51.36044 6.19545 51.35964 233 39.172
3248 0 19.02976 5.5068 51.62273 5.65919 51.48046 233 12.821
2635 0 6.09398 5.5068 51.62273 5.4192 51.6281 233 26.362
2636 0 2.39802 5.5068 51.62273 5.54028 51.61723 233 39.263
2637 0 6.01021 5.5068 51.62273 5.51202 51.67666 233 26.38
2642 0 3.28814 5.5068 51.62273 5.48018 51.64722 233 39.263
2638 0 6.55319 5.5068 51.62273 5.41607 51.60599 233 26.387
2639 0 2.85398 5.5068 51.62273 5.54767 51.62608 233 39.347
2640 0 2.71215 5.5068 51.62273 5.54365 51.631 233 39.172
2641 0 4.22261 5.5068 51.62273 5.44772 51.61332 233 39.179
1595 0 1.94119 5.96215 50.91857 5.94528 50.93239 233 38.084
1612 0 3.44422 5.88175 50.81862 5.92577 50.83209 233 39.172
1600 0 1.45928 5.97121 50.94406 5.97097 50.95718 233 39.172
1613 0 2.50258 5.97751 50.79329 5.9518 50.80881 233 37.912
3009 0 9.7262 6.01829 50.76375 6.00506 50.85079 233 18.003
1589 0 1.87782 5.82255 50.86786 5.84661 50.87515 233 39.172
1591 0 1.94119 5.94528 50.93239 5.96215 50.91857 233 39.343
1603 0 2.95646 6.00506 50.85079 6.01578 50.82509 233 37.968
1604 0 3.25153 5.97121 50.94406 5.97087 50.97329 233 39.337
1587 0 1.49186 6.01829 50.76375 6.01596 50.77708 233 39.172
1596 0 2.1886 5.82255 50.86786 5.844 50.8821 233 39.277
1618 0 5.64968 5.97751 50.79329 5.92577 50.83209 233 26.327
1597 0 2.34029 5.94528 50.93239 5.93863 50.953 233 39.252
1438 0 0.69618 6.00506 50.85079 6.00712 50.85691 233 38.017
1599 0 1.48061 6.06137 50.87952 6.06067 50.86622 233 37.912
1601 0 5.16232 6.06067 50.86622 5.99287 50.84854 233 26.362
1602 0 1.72143 6.02212 50.86187 6.00506 50.85079 233 39.165
1605 0 1.48061 6.06067 50.86622 6.06137 50.87952 233 39.172
3011 0 1.74798 6.0264 50.91127 6.05036 50.91546 233 39.239
3010 0 1.74798 6.05036 50.91546 6.0264 50.91127 233 37.978
1606 0 1.1893 6.02212 50.86187 6.03446 50.85457 233 39.239
1607 0 2.57074 6.01642 50.89715 5.98374 50.88682 233 39.26
1448 0 11.88765 6.00506 50.85079 5.88695 50.77448 233 19.04
1453 0 5.41576 5.96215 50.91857 5.88597 50.91137 233 25.105
3012 0 6.89277 6.0264 50.91127 6.00506 50.85079 233 25.13
1436 0 5.16232 5.99287 50.84854 6.06067 50.86622 233 25.354
1439 0 5.21868 6.01642 50.89715 6.00506 50.85079 233 25.364
1437 0 5.9788 5.94294 50.89908 5.85858 50.89253 233 25.382
1454 0 1.4976 5.9611 50.88197 5.96053 50.89543 233 38.003
1440 0 2.57074 5.98374 50.88682 6.01642 50.89715 233 37.999
1456 0 1.08109 5.97582 50.87151 5.98067 50.88073 233 37.978
1443 0 3.12368 5.94294 50.89908 5.93357 50.92653 233 37.992
1444 0 2.7652 5.97423 50.84333 6.00712 50.85691 233 37.978
1445 0 0.88209 5.98067 50.88073 5.9724 50.88669 233 39.239
1447 0 6.9253 5.94294 50.89908 6.00506 50.85079 233 25.41
1449 0 2.34029 5.93863 50.953 5.94528 50.93239 233 37.992
1450 0 1.38741 5.97087 50.97329 5.98993 50.97002 233 37.992
1457 0 5.41576 5.88597 50.91137 5.96215 50.91857 233 26.113
1452 0 0.88209 5.9724 50.88669 5.98067 50.88073 233 37.978
1455 0 1.38741 5.98993 50.97002 5.97087 50.97329 233 39.252
1459 0 3.25153 5.97087 50.97329 5.97121 50.94406 233 38.077
1608 0 2.04168 6.02581 50.89034 6.00303 50.87897 233 37.062
1921 0 0.78521 4.48725 51.88288 4.48922 51.88983 233 39.228
1873 0 4.10556 4.21931 51.89965 4.16293 51.8876 233 37.912
1874 0 1.03528 4.38857 51.91949 4.4015 51.92425 233 37.978
1877 0 3.40126 4.41436 51.93048 4.38083 51.90801 233 31.829
1881 0 0.92271 4.2487 51.90229 4.26039 51.89823 233 37.968
1876 0 4.52868 4.21931 51.89965 4.1535 51.89997 233 37.996
1880 0 1.8682 4.39864 51.91219 4.42482 51.91664 233 37.978
1875 0 0.88963 4.37139 51.93609 4.36978 51.94402 233 39.26
1883 0 5.92664 4.12336 51.95124 4.04771 51.97681 233 25.431
1890 0 1.92921 4.41436 51.93048 4.41282 51.91317 233 37.999
1879 0 0.79008 4.37139 51.93609 4.37164 51.92898 233 39.343
1889 0 0.77913 4.3577 51.92285 4.35819 51.91585 233 39.337
