ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
1909 0.427104365750609 1.59607 4.51286 51.87553 4.53355 51.88201 902 38.003
1938 0 1.771 4.48922 51.88983 4.49982 51.87532 902 37.999
1908 0 0.82418 4.48991 51.87117 4.49982 51.87532 902 37.992
3073 0.13804881552212 2.39254 4.52173 51.8738 4.53848 51.85496 902 39.263
1912 0 2.21532 4.43807 51.87535 4.42546 51.85703 902 37.94
1922 0 2.70424 4.51944 51.89648 4.48025 51.89474 902 37.986
1907 0 1.771 4.49982 51.87532 4.48922 51.88983 902 39.26
1925 0 1.24322 4.48086 51.86393 4.47697 51.87484 902 37.912
1941 0 0.78521 4.48922 51.88983 4.48725 51.88288 902 37.968
1916 0.914581010881229 1.4767 4.50186 51.85218 4.5229 51.85474 902 37.919
1914 0 0.82418 4.49982 51.87532 4.48991 51.87117 902 39.252
3084 0 0.89423 4.5328 51.87632 4.52474 51.88262 902 39.277
1918 0.351956794111944 2.79391 4.50186 51.85218 4.52948 51.83379 902 37.999
1917 0 1.22417 4.49982 51.87532 4.513 51.88271 902 39.172
3075 0 2.53066 4.34937 51.8634 4.31644 51.85331 902 38.084
1931 0 2.53066 4.31644 51.85331 4.34937 51.8634 902 39.343
1942 0 1.49075 4.48922 51.88983 4.50617 51.89818 902 37.978
1926 0 0.86461 4.51755 51.88899 4.52474 51.88262 902 39.2
3083 0 8.50447 4.55119 51.86399 4.47508 51.92421 902 25.382
1915 0 3.12101 4.36157 51.85084 4.31644 51.85331 902 38.108
1927 0.330372834078567 3.66716 4.54959 51.8518 4.58772 51.87481 902 39.263
1919 0.43793752407528 1.4767 4.5229 51.85474 4.50186 51.85218 902 39.179
1928 0 0.57262 4.51944 51.89648 4.51128 51.8975 902 37.912
1939 0 2.05495 4.34947 51.89475 4.3593 51.8773 902 37.912
1933 0 5.03639 4.31728 51.78529 4.36988 51.75391 902 26.362
1930 0.624885924683412 4.63898 4.46954 51.78582 4.51965 51.81364 902 38.003
1923 0 0.69488 4.34527 51.83909 4.339 51.84398 902 38.101
1934 0 1.92248 4.45617 51.88598 4.48025 51.89474 902 37.999
1924 0 4.09829 4.33284 51.88872 4.31644 51.85331 902 26.393
1906 0 0.95769 4.23389 51.90041 4.24697 51.89747 902 39.172
1940 0 2.05495 4.3593 51.8773 4.34947 51.89475 902 39.172
1935 0.448250855929597 2.89821 4.46954 51.78582 4.48143 51.81081 902 38.087
1936 0 1.80841 4.33283 51.82818 4.339 51.84398 902 38.003
3085 0 8.70607 4.23174 51.95033 4.35618 51.93584 902 26.383
3086 0 1.36979 4.42112 51.90455 4.42482 51.91664 902 37.999
3239 11.2937228267239 8.72905 6.0562 51.44938 5.93227 51.46216 902 25.354
1271 0.28761486861753 2.85864 5.76685 51.2558 5.72702 51.26181 902 38.003
3232 1.08726096915685 5.42217 5.88589 51.1054 5.89342 51.15392 902 25.364
1270 0 1.77177 5.84156 51.07177 5.85825 51.0598 902 37.999
1278 0.910920846235927 5.42217 5.89342 51.15392 5.88589 51.1054 902 26.372
1275 4.50867553523344 3.02478 5.96509 51.23821 5.99461 51.25812 902 37.912
1269 4.83102225572395 3.31969 5.97562 51.18399 6.02111 51.19257 902 37.992
2890 0.614280918924972 3.01017 5.73194 51.35669 5.71676 51.38203 902 39.263
1273 0.158659231781309 3.16881 5.76685 51.2558 5.79632 51.23413 902 38.059
1276 5.83975718893546 3.09822 6.03714 51.23681 6.0351 51.26464 902 37.912
1284 1.96185367373841 5.40863 5.82655 51.17835 5.89342 51.15392 902 25.392
3237 0.942653279240987 4.40563 6.0562 51.44938 6.03157 51.41289 902 37.912
1282 3.88066288635835 0.8536 5.70163 51.25377 5.68985 51.25582 902 37.999
1281 8.57020210317792 1.86053 5.99917 51.19179 5.97562 51.18399 902 39.343
1285 2.29313768391888 5.40863 5.89342 51.15392 5.82655 51.17835 902 26.401
1288 1.4339923508255 3.24783 5.86255 51.17539 5.90878 51.17825 902 37.912
1277 7.50236003537231 2.4468 5.97562 51.18399 5.95979 51.16437 902 37.986
1286 0.499938572561937 3.06792 5.62469 51.30038 5.59539 51.32096 902 39.263
1283 NA 3.31969 6.02111 51.19257 5.97562 51.18399 902 39.252
1287 2.88724255002759 0.89919 5.70163 51.25377 5.71449 51.25324 902 37.992
1292 2.06035235431062 1.97281 5.89342 51.15392 5.89444 51.1362 902 37.912
1289 10.9548660785707 1.58048 5.99917 51.19179 5.99672 51.20591 902 39.239
1294 1.25561584433953 6.7152 5.69838 51.23711 5.60438 51.22438 902 26.362
1290 11.391891033843 1.47236 6.02088 51.2058 6.02111 51.19257 902 37.978
1295 1.43028109627694 6.7152 5.60438 51.22438 5.69838 51.23711 902 25.354
1296 0.16527328954553 2.85864 5.72702 51.26181 5.76685 51.2558 902 39.263
1299 0.0893094262200736 5.70856 5.94508 51.05294 5.99818 51.09186 902 25.431
1297 3.85116935495611 3.4813 5.87988 51.24963 5.91547 51.22771 902 37.94
1293 NA 0.34288 5.97562 51.18399 5.9722 51.18178 902 37.999
1303 0.609110675874032 1.56657 6.04507 51.47876 6.05536 51.46623 902 39.256
1300 14.0807772283399 0.98836 6.02111 51.19257 6.00715 51.19113 902 39.337
1301 6.4646209286418 2.76273 6.02435 51.16169 6.06311 51.15689 902 39.252
1274 2.26964158465728 4.18199 6.04773 51.29194 6.03961 51.32919 902 37.968
1305 25.1699124291425 0.34288 5.9722 51.18178 5.97562 51.18399 902 39.26
1304 11.9265142508066 0.69358 6.08563 51.28523 6.08132 51.27962 902 39.165
1302 6.60115318097418 2.76273 6.06311 51.15689 6.02435 51.16169 902 37.992
1323 5.26973059344033 3.22822 5.94669 51.20662 5.97562 51.18399 902 39.172
1310 11.5197863381354 1.3745 5.97562 51.18399 5.9952 51.18514 902 37.999
1311 0.39128175564165 4.258 5.56432 51.54691 5.59933 51.51546 902 39.172
1309 3.65704004694802 0.8536 5.68985 51.25582 5.70163 51.25377 902 39.26
1312 1.95856937567968 1.95186 5.78507 51.30283 5.81121 51.29655 902 39.172
1313 11.7487330766533 1.3745 5.9952 51.18514 5.97562 51.18399 902 39.26
1314 11.7611083770907 1.58048 5.99672 51.20591 5.99917 51.19179 902 37.978
1315 14.706140775992 0.98836 6.00715 51.19113 6.02111 51.19257 902 38.077
1316 2.05474506433171 1.97281 5.89444 51.1362 5.89342 51.15392 902 39.172
1327 7.84110000921949 1.86053 5.97562 51.18399 5.99917 51.19179 902 38.084
1298 0.614213321820226 2.14377 5.57799 51.42078 5.6088 51.42019 902 38.101
1320 0.0605302062477561 3.28814 5.48018 51.64722 5.5068 51.62273 902 38.003
1321 0.795602127412699 3.90159 5.61957 51.54819 5.59933 51.51546 902 39.239
