ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
1284 0 5.40863 5.82655 51.17835 5.89342 51.15392 704 25.392
1288 0 3.24783 5.86255 51.17539 5.90878 51.17825 704 37.912
1289 0 1.58048 5.99917 51.19179 5.99672 51.20591 704 39.239
1287 0 0.89919 5.70163 51.25377 5.71449 51.25324 704 37.992
1286 0 3.06792 5.62469 51.30038 5.59539 51.32096 704 39.263
1293 0 0.34288 5.97562 51.18399 5.9722 51.18178 704 37.999
1296 0 2.85864 5.72702 51.26181 5.76685 51.2558 704 39.263
1290 0 1.47236 6.02088 51.2058 6.02111 51.19257 704 37.978
1294 0 6.7152 5.69838 51.23711 5.60438 51.22438 704 26.362
1295 0 6.7152 5.60438 51.22438 5.69838 51.23711 704 25.354
1299 0 5.70856 5.94508 51.05294 5.99818 51.09186 704 25.431
1297 0 3.4813 5.87988 51.24963 5.91547 51.22771 704 37.94
1300 0 0.98836 6.02111 51.19257 6.00715 51.19113 704 39.337
1301 0 2.76273 6.02435 51.16169 6.06311 51.15689 704 39.252
1303 0 1.56657 6.04507 51.47876 6.05536 51.46623 704 39.256
1274 0 4.18199 6.04773 51.29194 6.03961 51.32919 704 37.968
1310 0 1.3745 5.97562 51.18399 5.9952 51.18514 704 37.999
1302 0 2.76273 6.06311 51.15689 6.02435 51.16169 704 37.992
1304 NA 0.69358 6.08563 51.28523 6.08132 51.27962 704 39.165
1305 0 0.34288 5.9722 51.18178 5.97562 51.18399 704 39.26
1323 0 3.22822 5.94669 51.20662 5.97562 51.18399 704 39.172
1311 0 4.258 5.56432 51.54691 5.59933 51.51546 704 39.172
1309 0 0.8536 5.68985 51.25582 5.70163 51.25377 704 39.26
1312 0 1.95186 5.78507 51.30283 5.81121 51.29655 704 39.172
1314 0 1.58048 5.99672 51.20591 5.99917 51.19179 704 37.978
1327 0 1.86053 5.97562 51.18399 5.99917 51.19179 704 38.084
2501 0 0.69358 6.08132 51.27962 6.08563 51.28523 704 37.905
1315 0 0.98836 6.00715 51.19113 6.02111 51.19257 704 38.077
1313 0 1.3745 5.9952 51.18514 5.97562 51.18399 704 39.26
