ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
2577 0 2.00616 4.62727 51.70186 4.6049 51.69038 706 37.912
2569 0 0.73724 4.77869 51.58604 4.7835 51.59195 706 37.986
2590 0 1.43641 4.77077 51.61202 4.75304 51.60532 706 38.077
2588 0 0.7541 4.65738 51.46631 4.66391 51.47172 706 37.912
2575 0 2.2252 4.77869 51.58604 4.8072 51.57683 706 38.017
2592 0 1.02874 4.94637 51.83586 4.95425 51.84372 706 38.017
2595 0 1.43641 4.75304 51.60532 4.77077 51.61202 706 39.337
2589 0 1.26672 4.75027 51.59409 4.76294 51.58589 706 38.077
2596 0.145961503348558 1.33032 4.8631 51.59391 4.87859 51.58684 706 39.172
2600 0 1.32334 4.95425 51.84372 4.97091 51.83779 706 39.284
2597 0.179849692777604 1.08678 4.75304 51.60532 4.74922 51.6148 706 39.26
2598 0.0686218661733109 2.71411 4.8631 51.59391 4.83022 51.60718 706 39.2
2601 0 3.91083 4.95425 51.84372 4.98952 51.87126 706 26.113
2602 0.0616637839785241 7.74015 4.95425 51.84372 5.05654 51.87253 706 26.39
2603 0.0405420388289122 4.41053 4.95425 51.84372 4.98926 51.81052 706 39.403
2793 0 6.34511 6.17599 53.12918 6.26253 53.1525 706 26.439
2794 0 7.24662 6.06323 53.10966 6.16444 53.08663 706 25.392
2786 0 13.65977 5.91885 52.95532 6.12104 52.9428 706 19.5
2796 0 0.75846 6.12495 53.10697 6.11755 53.11213 706 39.172
2785 0 2.13221 5.80007 53.18087 5.78263 53.16483 706 37.94
2802 0 0.69714 5.77688 53.20545 5.77187 53.19996 706 37.992
2791 NA 0.47815 5.80007 53.18087 5.79855 53.18507 706 37.912
2804 0 11.73931 6.06323 53.10966 6.20599 53.04851 706 18.03
2812 0 0.72909 5.81937 53.20002 5.81541 53.20612 706 37.978
2801 0 5.77667 5.90492 53.37026 5.83223 53.34192 706 25.354
2798 0 0.93465 5.84697 53.19842 5.83841 53.20507 706 39.245
2790 0 7.0411 6.09944 53.10339 5.99991 53.12381 706 25.386
2800 0 3.60599 5.91107 53.15359 5.94104 53.12667 706 37.94
2803 0 3.47149 5.83841 53.20507 5.79855 53.18507 706 38.084
2805 0 3.36496 5.76711 53.19484 5.72025 53.20591 706 37.912
2809 0 5.77795 5.91107 53.15359 5.84123 53.18417 706 26.387
2807 0 3.36496 5.72025 53.20591 5.76711 53.19484 706 39.172
2810 0 0.93465 5.83841 53.20507 5.84697 53.19842 706 37.986
2792 0 2.17069 6.12495 53.10697 6.09892 53.1186 706 39.337
2808 0 3.60599 5.94104 53.12667 5.91107 53.15359 706 39.2
2806 0 3.83299 5.72539 53.16313 5.78263 53.16483 706 37.986
2811 0 2.26903 5.79855 53.18507 5.76502 53.18824 706 39.403
2820 0 5.77795 5.84123 53.18417 5.91107 53.15359 706 25.378
2815 0 1.71447 5.81884 53.19085 5.81541 53.20612 706 37.992
2813 0 1.71447 5.81541 53.20612 5.81884 53.19085 706 39.252
2818 0 0.75846 6.11755 53.11213 6.12495 53.10697 706 37.912
2816 0 2.10688 5.99245 53.18159 5.99252 53.20052 706 37
2817 0 0.72909 5.81541 53.20612 5.81937 53.20002 706 39.239
2824 0 12.03897 5.62526 53.15572 5.79855 53.18507 706 19.122
3189 0 9.80942 5.77975 53.32105 5.92065 53.29561 706 25.105
2827 0 3.51791 6.17496 53.17539 6.12477 53.1849 706 37.912
2787 0 5.38282 6.12678 53.37093 6.15287 53.32516 706 25.375
2826 0 4.95085 5.96284 52.91365 6.00636 52.87777 706 38.101
1031 0 1.81686 6.57222 53.22372 6.58561 53.20951 706 39.375
937 0 1.50853 6.92231 53.33274 6.91965 53.31928 706 39.172
934 0 1.86669 6.53574 53.22304 6.53325 53.20633 706 39.294
