ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
2040 0 1.01256 4.90321 52.38986 4.8885 52.38852 754 37.94
2043 0.0473214469959231 1.19366 4.84281 52.39421 4.8465 52.4047 754 37.94
2024 0.0159116357597638 3.09983 4.91075 52.38373 4.95421 52.39206 754 39.172
1948 0 1.18626 4.86656 52.36011 4.86521 52.37074 754 38.077
2041 0 1.16806 4.84839 52.37281 4.86521 52.37074 754 37.986
2103 0 1.37409 4.83808 52.38399 4.8179 52.38371 754 37.072
3164 0 0.82066 4.8096 52.37699 4.82123 52.37891 754 39.267
2045 NA 0.78518 4.82123 52.37891 4.83052 52.37473 754 38.003
2048 NA 0.78518 4.83052 52.37473 4.82123 52.37891 754 39.263
2095 0.0295829779605393 5.24618 4.82123 52.37891 4.79777 52.334 754 25.382
2038 0 1.18626 4.86521 52.37074 4.86656 52.36011 754 39.337
3161 0 0.84356 4.87861 52.43713 4.87079 52.43125 754 37.999
3162 0 3.77019 4.87079 52.43125 4.81687 52.43914 754 39.337
2102 0 1.2833 4.8849 52.34906 4.86877 52.34311 754 39.364
2050 0 0.69031 4.87525 52.37159 4.86521 52.37074 754 37.992
2107 0 0.84356 4.87079 52.43125 4.87861 52.43713 754 39.26
2110 0 1.61517 4.85479 52.38558 4.86951 52.3742 754 37.986
3165 0.150588514163086 5.65354 4.8465 52.4047 4.92556 52.38911 754 25.413
3166 0 2.54472 4.8465 52.4047 4.85321 52.4272 754 39.245
3167 0 5.49747 4.8465 52.4047 4.90201 52.36881 754 25.438
3168 0.0106816362086857 4.49895 4.8465 52.4047 4.85288 52.36445 754 39.239
3169 0.0736735157489605 7.1887 4.8465 52.4047 4.95122 52.39624 754 25.119
3170 0 2.0246 4.8465 52.4047 4.87532 52.40018 754 39.245
3171 0.0291390634757461 5.33245 4.8465 52.4047 4.80162 52.36541 754 25.378
3172 0 4.95448 4.8465 52.4047 4.89858 52.37359 754 39.337
3173 0 4.7515 4.8465 52.4047 4.8895 52.37106 754 25.113
3174 0 4.29245 4.8465 52.4047 4.88807 52.37568 754 39.403
3175 0 6.3056 4.8465 52.4047 4.87073 52.34999 754 25.179
3176 0 5.52695 4.8465 52.4047 4.84136 52.35512 754 32.648
3178 0 2.39389 4.84136 52.35512 4.80688 52.35931 754 37.999
3179 0.353477819206984 1.35968 4.84136 52.35512 4.82543 52.36248 754 37.901
3177 0 5.52695 4.84136 52.35512 4.8465 52.4047 754 31.836
868 1.68409629364377 2.75845 6.10281 51.92848 6.06994 51.94269 754 38.059
866 0.771555448611489 1.83916 6.06994 51.94269 6.07337 51.92629 754 39.263
867 0 1.59432 5.62313 52.03071 5.63781 52.01961 754 38.003
869 0.262301561120715 3.2122 5.6646 51.99425 5.65292 51.96629 754 39.26
3229 1.18845251117372 1.20533 5.61628 52.08628 5.5989 52.08463 754 25.392
871 1.34485711638064 2.24037 6.39189 51.91135 6.38233 51.8921 754 38.003
876 1.97287447456715 4.17804 6.20485 51.87139 6.26469 51.87761 754 37.912
872 1.07901353249282 3.22935 6.15161 51.90771 6.13622 51.93513 754 37.919
874 1.17550907878421 3.53189 6.37829 51.88074 6.39189 51.91135 754 39.228
949 1.54402676179654 2.75845 6.06994 51.94269 6.10281 51.92848 754 39.319
877 1.97587529283542 3.59608 6.308 51.85955 6.26469 51.87761 754 37.94
3218 0.641935333629081 1.37775 5.6646 51.99425 5.67091 51.98249 754 39.252
865 0.0719825020721015 2.5761 5.68023 52.03506 5.64354 52.03998 754 39.319
3009 2.34362053053771 9.7262 6.01829 50.76375 6.00506 50.85079 754 18.003
1595 0.809494448763898 1.94119 5.96215 50.91857 5.94528 50.93239 754 38.084
1591 0.99288451337762 1.94119 5.94528 50.93239 5.96215 50.91857 754 39.343
1600 0.730517944060925 1.45928 5.97121 50.94406 5.97097 50.95718 754 39.172
1589 1.86812606259177 1.87782 5.82255 50.86786 5.84661 50.87515 754 39.172
1612 1.52851300972862 3.44422 5.88175 50.81862 5.92577 50.83209 754 39.172
1613 1.73130877319084 2.50258 5.97751 50.79329 5.9518 50.80881 754 37.912
1603 1.78546015449751 2.95646 6.00506 50.85079 6.01578 50.82509 754 37.968
1453 1.0401265988742 5.41576 5.96215 50.91857 5.88597 50.91137 754 25.105
1604 0.404166499947486 3.25153 5.97121 50.94406 5.97087 50.97329 754 39.337
1597 0.685700703920053 2.34029 5.94528 50.93239 5.93863 50.953 754 39.252
1596 2.45656501051554 2.1886 5.82255 50.86786 5.844 50.8821 754 39.277
1587 3.37464695454011 1.49186 6.01829 50.76375 6.01596 50.77708 754 39.172
1618 1.23787381114497 5.64968 5.97751 50.79329 5.92577 50.83209 754 26.327
1599 1.41240378304987 1.48061 6.06137 50.87952 6.06067 50.86622 754 37.912
1601 1.21895950881173 5.16232 6.06067 50.86622 5.99287 50.84854 754 26.362
1438 2.83576489803773 0.69618 6.00506 50.85079 6.00712 50.85691 754 38.017
1602 2.14104343088889 1.72143 6.02212 50.86187 6.00506 50.85079 754 39.165
3011 0.674960472638952 1.74798 6.0264 50.91127 6.05036 50.91546 754 39.239
1605 1.02110924150194 1.48061 6.06067 50.86622 6.06137 50.87952 754 39.172
3010 0.270599562604148 1.74798 6.05036 50.91546 6.0264 50.91127 754 37.978
1607 0.973997107052539 2.57074 6.01642 50.89715 5.98374 50.88682 754 39.26
1606 1.0138909517388 1.1893 6.02212 50.86187 6.03446 50.85457 754 39.239
1448 1.81626568060749 11.88765 6.00506 50.85079 5.88695 50.77448 754 19.04
3012 1.16891540265776 6.89277 6.0264 50.91127 6.00506 50.85079 754 25.13
1436 1.18972722535319 5.16232 5.99287 50.84854 6.06067 50.86622 754 25.354
1439 1.43077520565709 5.21868 6.01642 50.89715 6.00506 50.85079 754 25.364
1437 1.1972097777414 5.9788 5.94294 50.89908 5.85858 50.89253 754 25.382
1454 5.01115699252371 1.4976 5.9611 50.88197 5.96053 50.89543 754 38.003
1440 1.22668851000163 2.57074 5.98374 50.88682 6.01642 50.89715 754 37.999
1443 1.00090688137387 3.12368 5.94294 50.89908 5.93357 50.92653 754 37.992
1456 1.19021721004048 1.08109 5.97582 50.87151 5.98067 50.88073 754 37.978
1444 1.13783060968483 2.7652 5.97423 50.84333 6.00712 50.85691 754 37.978
1445 1.02897430961744 0.88209 5.98067 50.88073 5.9724 50.88669 754 39.239
1474 1.29790912106118 1.72143 6.00506 50.85079 6.02212 50.86187 754 37.905
1447 0.948317516966052 6.9253 5.94294 50.89908 6.00506 50.85079 754 25.41
1449 1.07747613784625 2.34029 5.93863 50.953 5.94528 50.93239 754 37.992
1608 1.55093932227702 2.04168 6.02581 50.89034 6.00303 50.87897 754 37.062
1441 4.11531257144136 1.4976 5.96053 50.89543 5.9611 50.88197 754 39.263
1486 1.40475778790647 6.9253 6.00506 50.85079 5.94294 50.89908 754 26.418
1450 0.377833765314652 1.38741 5.97087 50.97329 5.98993 50.97002 754 37.992
1452 1.09456680554231 0.88209 5.9724 50.88669 5.98067 50.88073 754 37.978
1455 0.692643412606105 1.38741 5.98993 50.97002 5.97087 50.97329 754 39.252
1459 0.714732698024983 3.25153 5.97087 50.97329 5.97121 50.94406 754 38.077
1446 1.55576086060706 5.43363 5.96053 50.89543 5.89693 50.86773 754 25.354
1629 0.690314959394064 5.21868 6.00506 50.85079 6.01642 50.89715 754 26.372
1467 4.12602502240546 1.49186 6.01596 50.77708 6.01829 50.76375 754 37.912
1460 4.2100489254368 1.96491 5.71196 50.77077 5.71352 50.7884 754 38.003
1463 1.91130412084372 11.88765 5.88695 50.77448 6.00506 50.85079 754 18.03
1462 1.67020806033566 3.44422 5.92577 50.83209 5.88175 50.81862 754 37.912
3038 2.47560843123056 1.25152 5.70322 50.77924 5.71352 50.7884 754 37.978
1465 1.11417998196458 5.43363 5.89693 50.86773 5.96053 50.89543 754 26.362
1451 1.79507787774494 2.95646 6.01578 50.82509 6.00506 50.85079 754 39.228
1741 0 1.60938 4.54001 52.37395 4.54579 52.38797 754 39.2
1752 0 1.26102 4.77179 52.33331 4.78472 52.34143 754 39.245
2351 NA 0.79909 4.87601 52.30293 4.8645 52.3016 754 39.239
1735 0 0.79071 4.85044 52.34748 4.83995 52.34443 754 37.999
1663 0.136241612029982 1.50692 4.84848 52.28081 4.86868 52.28628 754 38.087
1739 0 1.10821 4.86217 52.31678 4.8734 52.30958 754 39.403
1755 0 1.10821 4.8734 52.30958 4.86217 52.31678 754 38.143
1743 0 0.80151 4.82354 52.2818 4.8352 52.28093 754 38.003
2959 0 6.78987 4.56998 52.27399 4.64193 52.23185 754 27
1736 0 0.97816 4.87336 52.33471 4.88746 52.33636 754 37.968
1744 0 0.86514 4.81736 52.24111 4.82816 52.24517 754 39.347
1754 0.0678368436481187 0.7812 4.77179 52.33331 4.78316 52.33425 754 39.26
1740 0 1.50692 4.86868 52.28628 4.84848 52.28081 754 39.347
2960 0 7.76509 4.56998 52.27399 4.63222 52.33243 754 27
1746 0 0.85457 4.85815 52.34273 4.85897 52.3504 754 38.077
1750 0.0459712299289435 1.22492 4.84486 52.23702 4.82898 52.23192 754 37.968
2347 NA 0.79909 4.8645 52.3016 4.87601 52.30293 754 37.978
1751 0 10.06345 4.79668 52.34193 4.66966 52.38815 754 19.012
1749 0 0.66588 4.85897 52.3504 4.85044 52.34748 754 39.252
1763 0 0.86195 4.77179 52.33331 4.76953 52.34094 754 39.172
1765 0.0516688340586881 3.82533 4.78413 52.25855 4.78705 52.29289 754 38.003
1748 0 4.24981 4.85044 52.34748 4.85479 52.38558 754 25.179
1753 0.0950096005305968 3.66864 4.84384 52.28825 4.87222 52.26024 754 37.978
2963 0.0270107475867945 5.24618 4.79777 52.334 4.82123 52.37891 754 26.39
1761 NA 0.45752 4.87477 52.34127 4.86877 52.34311 754 39.403
1757 0.061399843815464 0.85457 4.85897 52.3504 4.85815 52.34273 754 39.337
1764 0 1.47878 4.86877 52.34311 4.88746 52.33636 754 37.079
1756 0 0.80151 4.8352 52.28093 4.82354 52.2818 754 39.263
2335 0 1.02799 4.82709 52.3396 4.83995 52.34443 754 37.999
1767 0.0879959901845486 3.66864 4.87222 52.26024 4.84384 52.28825 754 39.239
1760 0 0.94637 4.87987 52.32571 4.88429 52.33377 754 37.912
2965 0.212764527199608 2.18721 4.56998 52.27399 4.55791 52.25577 754 38.077
1762 0.0475620137437377 3.82533 4.78705 52.29289 4.78413 52.25855 754 39.263
1766 0 13.7743 4.86349 52.21342 4.88746 52.33636 754 18.003
1774 0.0802185743936327 0.71773 4.85983 52.2828 4.86868 52.28628 754 38.003
2341 0.169756895404791 1.21952 4.82709 52.3396 4.80947 52.33769 754 38.115
1768 0 1.23126 4.86941 52.34005 4.88429 52.33377 754 37.986
1771 0 0.98787 4.87303 52.33722 4.88746 52.33636 754 38.101
1775 0.199034319516966 2.5679 4.70651 52.29566 4.68814 52.31581 754 37.94
1772 0.154423104110622 1.34999 4.64406 52.26345 4.62729 52.26989 754 37.912
1776 0.429144941036853 1.84507 4.69014 52.29791 4.66567 52.29084 754 37.94
1777 0.717816552370462 2.01223 4.67544 52.31336 4.7013 52.30465 754 37.912
878 1.79000746409196 4.17804 6.26469 51.87761 6.20485 51.87139 754 39.172
959 0.229367025178019 0.86712 6.37829 51.88074 6.37644 51.87303 754 39.172
