ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
3194 NA 5.97957 7.20104 53.17761 7.12605 53.14836 590 37.978
819 NA 6.02114 6.56873 53.00938 6.48125 53.02138 590 25.41
893 NA 1.5943 6.87999 53.11062 6.85956 53.10327 590 39.2
939 NA 8.19688 7.12605 53.14836 7.02248 53.10906 590 26.362
822 NA 1.42305 6.57222 53.22372 6.56015 53.21319 590 39.364
882 NA 1.60034 6.56873 53.00938 6.55769 52.99663 590 37.986
883 NA 9.02027 6.60902 53.13927 6.53325 53.20633 590 26.418
884 NA 4.73183 6.71153 53.0478 6.74605 53.01071 590 39.165
888 NA 6.21103 6.56873 53.00938 6.52698 52.95957 590 25.386
890 NA 14.52881 6.57222 53.22372 6.41436 53.134 590 19.095
891 NA 5.37254 6.53152 52.91973 6.54071 52.96769 590 25.382
900 NA 4.29726 6.59599 53.16868 6.58641 53.1305 590 37.978
894 NA 1.66395 6.76447 53.16784 6.7396 53.16835 590 39.228
881 NA 1.63809 6.87816 53.08895 6.89421 53.10006 590 37.94
887 NA 2.60819 6.5842 52.98788 6.56873 53.00938 590 39.26
895 NA 1.34153 6.5834 53.01757 6.56873 53.00938 590 39.343
903 NA 1.5292 6.57222 53.22372 6.5679 53.21023 590 39.2
898 NA 2.88593 6.76447 53.16784 6.80701 53.16349 590 39.172
806 NA 4.29726 6.58641 53.1305 6.59599 53.16868 590 39.239
794 NA 4.38462 6.56873 53.00938 6.58921 53.04679 590 38.007
906 NA 3.76288 6.59599 53.16868 6.63271 53.14307 590 37.94
807 NA 4.12695 6.54812 53.18958 6.57222 53.22372 590 38.133
1007 NA 1.70439 6.53325 53.20633 6.54826 53.21872 590 37.999
885 NA 0.73526 6.5651 53.21662 6.5679 53.21023 590 39.172
889 NA 4.68488 6.66676 52.97973 6.66934 52.93766 590 37.912
1030 NA 1.504 7.05273 53.1538 7.05556 53.14039 590 38.115
914 NA 3.07738 6.57222 53.22372 6.53419 53.23934 590 39.252
908 NA 6.21103 6.52698 52.95957 6.56873 53.00938 590 26.393
896 NA 1.63809 6.89421 53.10006 6.87816 53.08895 590 39.2
1023 NA 9.40842 6.53325 53.20633 6.43686 53.14474 590 25.354
902 NA 9.5461 6.52131 53.00002 6.3973 53.04206 590 26.39
812 NA 1.01916 6.57488 53.21558 6.56015 53.21319 590 39.337
1034 NA 9.02027 6.53325 53.20633 6.60902 53.13927 590 25.41
