ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
2557 0.146519736825852 1.32552 4.76272 51.57504 4.74981 51.58383 1688 39.172
2478 0.346906840989769 2.12216 5.03215 51.78298 5.05015 51.79845 1688 39.172
2477 0.129038931274227 3.87274 4.86571 51.7576 4.90972 51.73602 1688 38.003
2474 4.64174718443546 1.40967 4.96351 51.9572 4.95865 51.96952 1688 39.172
2484 0.124570263284078 1.53872 5.01331 51.67516 5.02991 51.66595 1688 39.256
2479 0.155890186998098 4.18906 4.93594 51.6297 4.95404 51.66563 1688 37.978
2487 0.142203982773952 4.2792 4.85278 51.66752 4.85715 51.62915 1688 39.2
2480 0.471860704939492 1.12612 4.64863 51.57769 4.63564 51.57161 1688 37.912
2481 0.0191843183764386 2.58057 5.05848 51.67639 5.05454 51.65332 1688 39.263
2468 0.0538998301399458 1.05583 4.72374 51.60483 4.72005 51.59562 1688 37.912
2475 0 1.8525 5.02803 51.65562 5.05454 51.65332 1688 39.239
2473 0.0544220719845381 3.64667 4.74174 51.49532 4.69957 51.51487 1688 37.975
980 0.641504304069859 8.05086 6.04257 52.00897 5.93056 51.98758 1688 25.13
978 0.710717026681892 14.31451 5.76116 52.0938 5.87594 51.98634 1688 18.195
3224 0.632771872932316 6.48014 6.13528 52.01997 6.04257 52.00897 1688 26.387
981 0.284255596837688 7.91385 5.84113 51.94276 5.93056 51.98758 1688 25.105
986 0.568815152212629 10.5767 6.08431 51.99307 5.93056 51.98758 1688 18.14
987 0.696860808084457 6.77644 6.02049 51.96255 5.93056 51.98758 1688 25.372
3226 0.582221923261346 6.48014 6.04257 52.00897 6.13528 52.01997 1688 25.378
984 0.699430984039242 2.59108 5.76116 52.0938 5.72475 52.08752 1688 37.912
3227 0.797299715900501 3.57904 6.13528 52.01997 6.08447 52.02722 1688 37.978
988 0 2.99244 5.69637 51.96805 5.65292 51.96629 1688 39.245
2892 0 2.44301 5.5989 52.08463 5.62717 52.07125 1688 37.912
990 0 1.88941 5.56319 52.02723 5.57245 52.01124 1688 39.239
1064 0.712777508489583 3.67305 6.08431 51.99307 6.05354 52.02008 1688 39.239
991 0.0291975287694275 1.88941 5.57245 52.01124 5.56319 52.02723 1688 37.978
983 2.3792770891274 1.28193 6.09032 52.05325 6.09943 52.04319 1688 39.263
989 0.155393775151446 4.19855 5.5518 52.02426 5.49085 52.02752 1688 37.992
967 0.226204772310186 1.49941 5.54263 52.04155 5.53158 52.02993 1688 39.263
3228 NA 1.20533 5.5989 52.08463 5.61628 52.08628 1688 26.401
864 0.0371183444381804 1.49941 5.53158 52.02993 5.54263 52.04155 1688 38.003
996 0 0.84862 5.56319 52.02723 5.5518 52.02426 1688 39.361
992 0.484663991444534 14.99418 6.09032 52.05325 6.26404 51.97154 1688 19.095
998 0 0.84862 5.5518 52.02426 5.56319 52.02723 1688 38.101
995 1.18044619914643 1.83916 6.07337 51.92629 6.06994 51.94269 1688 38.003
994 0 1.94987 5.66374 52.05231 5.64354 52.03998 1688 39.337
997 0.572449344518214 3.22935 6.13622 51.93513 6.15161 51.90771 1688 39.179
1055 0.400029692136462 0.92257 6.30642 51.95038 6.3147 51.95691 1688 38.101
1059 0 1.51159 5.64354 52.03998 5.64812 52.02669 1688 38.115
999 0.51237066973202 2.83249 6.30302 51.97983 6.26404 51.97154 1688 39.26
870 0.620092498802097 0.86712 6.37644 51.87303 6.37829 51.88074 1688 37.912
2893 0 2.44301 5.62717 52.07125 5.5989 52.08463 1688 39.172
1057 0.0981058093801541 11.25757 5.71204 51.98558 5.87594 51.98634 1688 18.058
1058 0 4.68137 5.5859 51.95875 5.65292 51.96629 1688 39.172
1067 0 2.5761 5.64354 52.03998 5.68023 52.03506 1688 38.059
1061 0.533175421902486 2.88887 6.24418 51.99444 6.26404 51.97154 1688 39.245
1062 0 1.51159 5.64812 52.02669 5.64354 52.03998 1688 39.375
1060 0.620341837273439 5.2081 6.35319 52.0018 6.30936 52.04001 1688 39.319
1065 0.387775396346024 1.65541 5.86729 51.94823 5.85874 51.96214 1688 39.2
1069 0 1.94987 5.64354 52.03998 5.66374 52.05231 1688 38.077
1071 0 2.08493 5.5859 51.95875 5.55999 51.96851 1688 39.2
