ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
1608 0 2.04168 6.02581 50.89034 6.00303 50.87897 1338 37.062
3012 0 6.89277 6.0264 50.91127 6.00506 50.85079 1338 25.13
1437 0 5.9788 5.94294 50.89908 5.85858 50.89253 1338 25.382
1436 0 5.16232 5.99287 50.84854 6.06067 50.86622 1338 25.354
1439 0 5.21868 6.01642 50.89715 6.00506 50.85079 1338 25.364
1440 0 2.57074 5.98374 50.88682 6.01642 50.89715 1338 37.999
1456 0 1.08109 5.97582 50.87151 5.98067 50.88073 1338 37.978
1443 0 3.12368 5.94294 50.89908 5.93357 50.92653 1338 37.992
1444 0 2.7652 5.97423 50.84333 6.00712 50.85691 1338 37.978
1445 0 0.88209 5.98067 50.88073 5.9724 50.88669 1338 39.239
1449 0 2.34029 5.93863 50.953 5.94528 50.93239 1338 37.992
1447 0 6.9253 5.94294 50.89908 6.00506 50.85079 1338 25.41
3038 0 1.25152 5.70322 50.77924 5.71352 50.7884 1338 37.978
1451 0 2.95646 6.01578 50.82509 6.00506 50.85079 1338 39.228
1450 0 1.38741 5.97087 50.97329 5.98993 50.97002 1338 37.992
1441 0 1.4976 5.96053 50.89543 5.9611 50.88197 1338 39.263
1454 0 1.4976 5.9611 50.88197 5.96053 50.89543 1338 38.003
1457 0 5.41576 5.88597 50.91137 5.96215 50.91857 1338 26.113
1452 0 0.88209 5.9724 50.88669 5.98067 50.88073 1338 37.978
1455 0 1.38741 5.98993 50.97002 5.97087 50.97329 1338 39.252
1459 0 3.25153 5.97087 50.97329 5.97121 50.94406 1338 38.077
1446 0 5.43363 5.96053 50.89543 5.89693 50.86773 1338 25.354
1467 0 1.49186 6.01596 50.77708 6.01829 50.76375 1338 37.912
1460 0 1.96491 5.71196 50.77077 5.71352 50.7884 1338 38.003
1463 0 11.88765 5.88695 50.77448 6.00506 50.85079 1338 18.03
1462 0 3.44422 5.92577 50.83209 5.88175 50.81862 1338 37.912
1465 0 5.43363 5.89693 50.86773 5.96053 50.89543 1338 26.362
1485 0 3.05838 6.02522 50.87514 6.00506 50.85079 1338 39.228
1466 0 2.14087 5.82982 51.04221 5.86035 51.04198 1338 37.999
1469 0 5.64968 5.92577 50.83209 5.97751 50.79329 1338 25.319
1468 0 4.60782 5.9724 50.88669 6.00506 50.85079 1338 25.386
1464 0 2.75389 5.91125 50.95478 5.91781 50.93037 1338 39.26
1471 0 1.44454 5.89693 50.86773 5.91001 50.87774 1338 39.263
1594 0 1.12428 5.94535 50.9112 5.93241 50.90527 1338 39.245
1473 0 3.02912 6.01578 50.82509 5.97489 50.83353 1338 39.172
1480 0 3.19543 5.8322 50.84425 5.87329 50.85644 1338 39.256
1458 0 3.02912 5.97489 50.83353 6.01578 50.82509 1338 37.912
1482 0 2.08824 5.81539 50.90042 5.78901 50.90903 1338 37.989
1489 0 2.04168 6.00303 50.87897 6.02581 50.89034 1338 38.322
1477 0 2.89877 5.8959 50.83466 5.87329 50.85644 1338 39.2
1610 0 5.9788 5.85858 50.89253 5.94294 50.89908 1338 26.39
1491 0 5.16633 6.02522 50.87514 6.05763 50.91683 1338 25.375
1470 0 1.12428 5.93241 50.90527 5.94535 50.9112 1338 37.986
1476 0 4.56208 6.03381 50.92017 5.9737 50.93563 1338 39.263
1472 0 1.77619 6.081 50.86256 6.06024 50.85349 1338 39.172
1479 0 1.1893 6.03446 50.85457 6.02212 50.86187 1338 37.978
1478 0 4.56208 5.9737 50.93563 6.03381 50.92017 1338 38.003
1487 0 3.19543 5.87329 50.85644 5.8322 50.84425 1338 37.996
1488 0 2.08824 5.78901 50.90903 5.81539 50.90042 1338 39.249
1481 0 1.72507 6.03381 50.92017 6.01234 50.92768 1338 39.172
1490 0 2.50258 5.9518 50.80881 5.97751 50.79329 1338 39.172
1484 0 2.7652 6.00712 50.85691 5.97423 50.84333 1338 39.239
1493 0 2.43491 6.02513 50.8756 6.00712 50.85691 1338 37.999
1475 0 3.12368 5.93357 50.92653 5.94294 50.89908 1338 39.252
1494 0 2.89877 5.87329 50.85644 5.8959 50.83466 1338 37.94
1609 0 1.58352 5.78901 50.90903 5.76915 50.91574 1338 39.263
1495 0 2.14087 5.86035 51.04198 5.82982 51.04221 1338 39.26
2896 NA 1.22544 5.80344 50.94634 5.78804 50.94117 1338 37.94
