ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
1816 1.00277701779494 5.19721 4.54014 52.00278 4.49229 52.03899 894 26.387
1829 0.142853196663967 1.35198 4.51482 52.16417 4.52001 52.15244 894 39.252
1824 1.39652394229675 5.07064 4.6977 52.01106 4.62506 52.01933 894 25.364
1823 1.12729614675094 1.42137 4.70866 52.04159 4.72839 52.04548 894 39.263
1847 0.379731072110799 0.92105 4.54968 52.1593 4.53679 52.16168 894 39.2
3117 0.693055976064711 1.23451 4.49618 52.17703 4.51396 52.17896 894 37.978
1822 1.2817632913975 0.7512 4.48617 52.17194 4.47522 52.17143 894 37.912
1826 0.686481537053083 0.74405 4.39271 52.14272 4.40308 52.14471 894 39.228
1825 0 1.34432 4.42714 52.19143 4.43294 52.17988 894 37.94
1833 0.633498793171944 1.27507 4.51482 52.16417 4.49762 52.15975 894 39.228
1830 0 0.21315 4.39762 52.20328 4.39683 52.20143 894 37.912
1843 0.758248306445933 7.64931 4.47608 52.16306 4.44021 52.22818 894 26.39
1839 0.046479629539188 1.11702 4.46053 52.16445 4.46196 52.15445 894 39.263
1831 0.774130194021433 1.33143 4.39271 52.14272 4.40255 52.15304 894 26.387
1838 0.990444748497079 0.67977 4.47812 52.1607 4.4823 52.16624 894 39.26
1840 0.847166362661188 1.76646 4.41028 52.2087 4.43446 52.21432 894 39.179
1837 0.580185323862558 2.92883 4.47539 52.14523 4.4486 52.16576 894 39.2
1836 1.28654157613627 1.33143 4.40255 52.15304 4.39271 52.14272 894 25.378
1859 NA 0.67977 4.4823 52.16624 4.47812 52.1607 894 37.999
1867 0.784544677669561 2.92883 4.4486 52.16576 4.47539 52.14523 894 37.94
1845 NA 0.7512 4.47522 52.17143 4.48617 52.17194 894 39.172
1821 0.153461479194523 1.35198 4.52001 52.15244 4.51482 52.16417 894 37.992
3118 0.770238041240735 1.46238 4.43446 52.21432 4.41701 52.20671 894 37.996
1857 1.07570556844698 3.63793 4.47608 52.16306 4.48267 52.1955 894 37.996
1819 0.546781211545974 4.14864 4.4504 52.14965 4.42146 52.11689 894 26.39
1842 0.413224899482355 1.27507 4.49762 52.15975 4.51482 52.16417 894 37.968
1795 1.03939689491569 7.64931 4.44021 52.22818 4.47608 52.16306 894 25.382
1844 0.946548601542106 3.81393 4.41434 52.14757 4.43294 52.17988 894 37.912
1858 1.10761115236805 0.74405 4.40308 52.14471 4.39271 52.14272 894 37.968
